,Unnamed: 0,Category,Subcategory,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
176,343,Restaurants,bistros,-nIP9n7HTQx9BENjEkzV0w,tung-sing-restaurant-san-francisco,Tung Sing Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/JB7G0gQmLO6UOcH16hj6HA/o.jpg,False,https://www.yelp.com/biz/tung-sing-restaurant-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,105,"[{'alias': 'chinese', 'title': 'Chinese'}]",2.8,"{'latitude': 37.75112, 'longitude': -122.4323}",['pickup'],$,"{'address1': '4015 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4015 24th St', 'San Francisco, CA 94114']}",14156488582.0,(415) 648-8582,1136.6205498163197
184,367,Bars,bars,GDwdARSbtghKwrMKeoQ8ww,moby-dick-san-francisco,Moby Dick,https://s3-media2.fl.yelpcdn.com/bphoto/p2KbA5vqsyrCTz2zpyWiag/o.jpg,False,https://www.yelp.com/biz/moby-dick-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,218,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",3.8,"{'latitude': 37.760939, 'longitude': -122.433808}",[],$,"{'address1': '4049 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4049 18th St', 'San Francisco, CA 94114']}",14158611199.0,(415) 861-1199,232.042571460304
186,369,Bars,bars,tbSnNbaAT11_tc8MWcYedA,last-call-bar-san-francisco-2,Last Call Bar,https://s3-media1.fl.yelpcdn.com/bphoto/c-fHY4p_jWcEnqVMDixBew/o.jpg,False,https://www.yelp.com/biz/last-call-bar-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,113,"[{'alias': 'gaybars', 'title': 'Gay Bars'}, {'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 37.76115602909778, 'longitude': -122.4324926}",[],$,"{'address1': '3988 18th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3988 18th St', 'San Francisco, CA 94114']}",14158611310.0,(415) 861-1310,348.80322951997994
194,385,Bars,bars,M7bDMv2Roi-CWWqZYcdYOw,pilsner-inn-san-francisco,Pilsner Inn,https://s3-media3.fl.yelpcdn.com/bphoto/4OjTUaDhaI3P4lsWGKuesQ/o.jpg,False,https://www.yelp.com/biz/pilsner-inn-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,245,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",3.7,"{'latitude': 37.7671531587839, 'longitude': -122.428846433759}",[],$,"{'address1': '225 Church St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['225 Church St', 'San Francisco, CA 94114']}",14156217058.0,(415) 621-7058,964.34589131985
214,410,Bars,pubs,UJjTzk7CAdQ1NzjDITBXFw,mission-bar-san-francisco,Mission Bar,https://s3-media4.fl.yelpcdn.com/bphoto/SnASm4S5MmsGarYz4wR2Pg/o.jpg,False,https://www.yelp.com/biz/mission-bar-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,247,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,"{'latitude': 37.7540283, 'longitude': -122.4184447}",[],$,"{'address1': '2695 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2695 Mission St', 'San Francisco, CA 94110']}",14156472300.0,(415) 647-2300,1754.5696678062754
215,411,Bars,pubs,SVpL2BGGoJxexdStPDAlSg,shotwells-san-francisco,Shotwell's,https://s3-media1.fl.yelpcdn.com/bphoto/bzS6l1Oi8Z2JXOKtbnruWw/o.jpg,False,https://www.yelp.com/biz/shotwells-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,247,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.3,"{'latitude': 37.75869, 'longitude': -122.41562}",[],$,"{'address1': '3349 20th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3349 20th St', 'San Francisco, CA 94110']}",14156484104.0,(415) 648-4104,1843.9455072099245
254,452,Bars,lounges,JlhJM4ulY5sHsLcUiENpCQ,noc-noc-san-francisco,Noc Noc,https://s3-media3.fl.yelpcdn.com/bphoto/L_6Kdj3s3QUeQesOUoK9vw/o.jpg,False,https://www.yelp.com/biz/noc-noc-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,516,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.2,"{'latitude': 37.7718, 'longitude': -122.43131}",[],$,"{'address1': '557 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['557 Haight St', 'San Francisco, CA 94117']}",14158615811.0,(415) 861-5811,1292.9558862339782
257,455,Bars,lounges,zxk6j9qAKdlvFhetoOyNBQ,peacock-lounge-san-francisco,Peacock Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/U0S7elE9xQfG9EkKrHRRsA/o.jpg,False,https://www.yelp.com/biz/peacock-lounge-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,54,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.8,"{'latitude': 37.7721269, 'longitude': -122.4313303}",[],$,"{'address1': '552 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['552 Haight St', 'San Francisco, CA 94117']}",14156219850.0,(415) 621-9850,1332.2359452227367
315,532,Bars,cocktail bars,iYtUkCBapi81qWj_oG1Fkw,gold-cane-cocktail-lounge-san-francisco,Gold Cane Cocktail Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/xptyXrxB7mpC0Z04RKYzKQ/o.jpg,False,https://www.yelp.com/biz/gold-cane-cocktail-lounge-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,262,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.1,"{'latitude': 37.7698246389627, 'longitude': -122.447996735573}",[],$,"{'address1': '1569 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1569 Haight St', 'San Francisco, CA 94117']}",14156261112.0,(415) 626-1112,1410.1543985176088
323,541,Bars,cocktail bars,kI9nCi6rP3wqigJnX5w1jA,docs-clock-san-francisco,Doc's Clock,https://s3-media2.fl.yelpcdn.com/bphoto/R6N9nrpN1YDqB15f0g_otQ/o.jpg,False,https://www.yelp.com/biz/docs-clock-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,404,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.7,"{'latitude': 37.7583481630038, 'longitude': -122.418876327574}",[],$,"{'address1': '2417 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2417 Mission St', 'San Francisco, CA 94110']}",14158243627.0,(415) 824-3627,1570.4694161535958
367,601,Bars,beer bars,MKfsbZ8E1QOXruZOAo9TNw,gestalt-san-francisco,Gestalt,https://s3-media1.fl.yelpcdn.com/bphoto/y6dLXbYQvxAxoyHD7RyyWA/o.jpg,False,https://www.yelp.com/biz/gestalt-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,525,"[{'alias': 'german', 'title': 'German'}, {'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.9,"{'latitude': 37.76469, 'longitude': -122.4233}",['delivery'],$,"{'address1': '3159 16th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['3159 16th St', 'San Francisco, CA 94103']}",14158132790.0,(415) 813-2790,1227.2628655174294
373,608,Bars,beer bars,3IPHiyXfwdN7lwz5qqotJA,cafe-la-boheme-san-francisco,Cafe La Boheme,https://s3-media2.fl.yelpcdn.com/bphoto/jPqcKrBfofgAIE1yUs-b1Q/o.jpg,False,https://www.yelp.com/biz/cafe-la-boheme-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,316,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.6,"{'latitude': 37.7523605, 'longitude': -122.4189438}","['delivery', 'pickup']",$,"{'address1': '3318 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3318 24th St', 'San Francisco, CA 94110']}",14156430481.0,(415) 643-0481,1807.9749145084995
411,657,Coffee & Tea,coffee,2hR4tWOCcz88HFYB4U3FkA,spikes-coffees-and-teas-san-francisco,Spike's Coffees & Teas,https://s3-media1.fl.yelpcdn.com/bphoto/HkIDY8mxiPTMI4VBnGmuQA/o.jpg,False,https://www.yelp.com/biz/spikes-coffees-and-teas-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,242,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.4,"{'latitude': 37.75916, 'longitude': -122.43503}",['pickup'],$,"{'address1': '4117 19th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4117 19th St', 'San Francisco, CA 94114']}",14156265573.0,(415) 626-5573,219.2997573052509
416,663,Coffee & Tea,coffee,vmwLmMvOK-JB2uT3Cqinyw,spro-coffee-lab-san-francisco-8,SPRO Coffee Lab,https://s3-media4.fl.yelpcdn.com/bphoto/ksyCpzf9kF9GQT-SchtA9g/o.jpg,False,https://www.yelp.com/biz/spro-coffee-lab-san-francisco-8?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,188,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.4,"{'latitude': 37.76280950492828, 'longitude': -122.4286748}",[],$,"{'address1': '500 Church St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['500 Church St', 'San Francisco, CA 94114']}",,,715.4912057400227
450,744,Coffee & Tea,tea,KY9ht2b8-aRYU9DKg5KSjw,sisters-coffee-shop-san-francisco,Sisters Coffee Shop,https://s3-media2.fl.yelpcdn.com/bphoto/uX0PaehFA4PKaemE3rI-Ng/o.jpg,False,https://www.yelp.com/biz/sisters-coffee-shop-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,94,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.0,"{'latitude': 37.75808799323737, 'longitude': -122.4215494}","['pickup', 'delivery']",$,"{'address1': '920 Valencia St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['920 Valencia St', 'San Francisco, CA 94110']}",14159326848.0,(415) 932-6848,1346.4434576409233
451,745,Coffee & Tea,tea,6iR0zBfiup79DErYKAXY0Q,cafe-international-san-francisco,Cafe International,https://s3-media1.fl.yelpcdn.com/bphoto/hlCB3mnGShqUJsrPHRMcIw/o.jpg,False,https://www.yelp.com/biz/cafe-international-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,457,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.3,"{'latitude': 37.77227, 'longitude': -122.43084}",['pickup'],$,"{'address1': '508 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['508 Haight St', 'San Francisco, CA 94117']}",14155527390.0,(415) 552-7390,1354.8608862377914
462,881,Coffee & Tea,tea houses,QRrVqIORkVzaNXRmQCiAuw,upfordayz-coffee-tea-and-juice-san-francisco-2,"UpForDayz Coffee, Tea & Juice",https://s3-media3.fl.yelpcdn.com/bphoto/Hk9fmBhhD82f4kl4uAL5dw/o.jpg,False,https://www.yelp.com/biz/upfordayz-coffee-tea-and-juice-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,214,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.7,"{'latitude': 37.7538, 'longitude': -122.42099}",['delivery'],$,"{'address1': '1198 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['1198 Valencia St', 'San Francisco, CA 94110']}",14152697288.0,(415) 269-7288,1562.8351588259864
463,882,Coffee & Tea,tea houses,C3o-rXY_jQ686sSAlouhCw,cantata-coffee-company-san-francisco,Cantata Coffee Company,https://s3-media2.fl.yelpcdn.com/bphoto/YUwtuIxKZru2PZ1PUunO9A/o.jpg,False,https://www.yelp.com/biz/cantata-coffee-company-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,315,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 37.7696739, 'longitude': -122.4504544}",['delivery'],$,"{'address1': '1708 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1708 Haight St', 'San Francisco, CA 94117']}",14152215555.0,(415) 221-5555,1586.3235093058058
490,954,Hotels,hotels,CUWXxhFyUYre_RvZKQxTmg,twin-peaks-hotel-san-francisco,Twin Peaks Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/67mUDCDwsNb1AVJqgXcRwQ/o.jpg,False,https://www.yelp.com/biz/twin-peaks-hotel-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,51,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.4,"{'latitude': 37.7667021499214, 'longitude': -122.430118287103}",[],$,"{'address1': '2160 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2160 Market St', 'San Francisco, CA 94114']}",14158632909.0,(415) 863-2909,851.9605468410191
492,956,Hotels,hotels,6rL0SZKE9LWuHdmjbWP2iw,the-metro-hotel-san-francisco,The Metro Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/eKtlDH5NjdjijQhWV05fgA/o.jpg,False,https://www.yelp.com/biz/the-metro-hotel-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,231,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.4,"{'latitude': 37.772425, 'longitude': -122.437583}",[],$,"{'address1': '319 Divisadero St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['319 Divisadero St', 'San Francisco, CA 94117']}",14158615364.0,(415) 861-5364,1289.8579799446013
