,Unnamed: 0,Category,Subcategory,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
57,73,Restaurants,food,mjih0yEQhxnoZU5xxnR21w,starbucks-san-francisco-52,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/CXyxs3R9PmGq73TUMhO11Q/o.jpg,False,https://www.yelp.com/biz/starbucks-san-francisco-52?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,202,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.3,"{'latitude': 37.761019, 'longitude': -122.434666}",['delivery'],$,"{'address1': '4094 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4094 18th St', 'San Francisco, CA 94114']}",14156266263.0,(415) 626-6263,157.13982169728965
60,85,Restaurants,food,xXCgyhQuq3K3ecZi6r708A,the-rainbow-market-san-francisco,The Rainbow Market,https://s3-media4.fl.yelpcdn.com/bphoto/B6ETvP6m6RG9QDrynjLKbA/o.jpg,False,https://www.yelp.com/biz/the-rainbow-market-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,26,"[{'alias': 'convenience', 'title': 'Convenience Stores'}]",4.9,"{'latitude': 37.7605343, 'longitude': -122.4384447}","['delivery', 'pickup']",$,"{'address1': '4401 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4401 18th St', 'San Francisco, CA 94114']}",14158292018.0,(415) 829-2018,175.23298954903623
61,89,Restaurants,food,5oNzSLvDDUyDIHCI4asntA,castro-coffee-company-san-francisco-2,Castro Coffee Company,https://s3-media3.fl.yelpcdn.com/bphoto/ASrvmcJe5K4PFLhEeWR5Wg/o.jpg,False,https://www.yelp.com/biz/castro-coffee-company-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,273,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 37.7621868135634, 'longitude': -122.434965349623}","['delivery', 'pickup']",$,"{'address1': '427 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['427 Castro St', 'San Francisco, CA 94114']}",14155526676.0,(415) 552-6676,193.54827353722985
65,98,Restaurants,food,KM0fd3Jh-ImyUREmEVW53Q,castro-country-club-san-francisco,Castro Country Club,https://s3-media4.fl.yelpcdn.com/bphoto/bf8uCWshFHxaUxq1Hcuuhw/o.jpg,False,https://www.yelp.com/biz/castro-country-club-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,39,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'internetcafe', 'title': 'Internet Cafes'}]",4.3,"{'latitude': 37.7611599, 'longitude': -122.43414}",['pickup'],$,"{'address1': '4058 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4058 18th St', 'San Francisco, CA 94114']}",14155526102.0,(415) 552-6102,208.39424191564763
68,104,Restaurants,dining,G4aq8R583DUwR65Hw86yCQ,the-edge-san-francisco,The Edge,https://s3-media2.fl.yelpcdn.com/bphoto/G28Spn8skPP3z3PxXQLO5A/o.jpg,False,https://www.yelp.com/biz/the-edge-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,190,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",3.6,"{'latitude': 37.7607325719368, 'longitude': -122.435977232944}",[],$,"{'address1': '4149 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4149 18th St', 'San Francisco, CA 94114']}",14158634027.0,(415) 863-4027,45.28233758293023
69,105,Restaurants,dining,1ndBxAGmb_qOXdOBHAFoSg,toad-hall-bar-san-francisco,Toad Hall Bar,https://s3-media1.fl.yelpcdn.com/bphoto/cDsPoGvk7e-lmoaZd1Z1wA/o.jpg,False,https://www.yelp.com/biz/toad-hall-bar-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,293,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",3.5,"{'latitude': 37.76102, 'longitude': -122.4359}",[],$,"{'address1': '4146 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4146 18th St', 'San Francisco, CA 94114']}",14156212811.0,(415) 621-2811,45.86068030636967
74,129,Restaurants,dining,0hsNMZC_y8xBIQMffzBEaQ,440-castro-san-francisco,440 Castro,https://s3-media3.fl.yelpcdn.com/bphoto/Kp1w7sM8C7PdT-zhVhGbNg/o.jpg,False,https://www.yelp.com/biz/440-castro-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,218,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",3.7,"{'latitude': 37.761881, 'longitude': -122.435064}",[],$,"{'address1': '440 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['440 Castro St', 'San Francisco, CA 94114']}",14156218732.0,(415) 621-8732,163.39329049642402
77,142,Restaurants,dining,bHldi0lzt6lMcq9PqW-_TQ,midnight-sun-san-francisco,Midnight Sun,https://s3-media3.fl.yelpcdn.com/bphoto/G6KoV3FV0TBX5d1DJSRevg/o.jpg,False,https://www.yelp.com/biz/midnight-sun-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,207,"[{'alias': 'gaybars', 'title': 'Gay Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 37.7607078552246, 'longitude': -122.434272766113}",[],$,"{'address1': '4067 18th St', 'address2': '', 'address3': 'Castro', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4067 18th St', 'Castro', 'San Francisco, CA 94114']}",14158614186.0,(415) 861-4186,187.93856137689465
81,151,Restaurants,cuisine,5AbIje9ZFCsTF1YrESSOIg,la-cuisine-cafe-san-francisco-4,La Cuisine Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/mCJE8b_QHmUJhukIFiSn6g/o.jpg,False,https://www.yelp.com/biz/la-cuisine-cafe-san-francisco-4?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,103,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.6,"{'latitude': 37.77950184993586, 'longitude': -122.41335819999426}","['delivery', 'pickup']",$,"{'address1': '1145 Market St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1145 Market St', 'San Francisco, CA 94103']}",14157570133.0,(415) 757-0133,2897.8097356118487
109,254,Restaurants,diners,cwoLsXwBGMjz3LcroaJl_A,missions-kitchen-san-francisco,Mission's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/4c9lQQOxUT3puf49SmlZXQ/o.jpg,False,https://www.yelp.com/biz/missions-kitchen-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,188,"[{'alias': 'diners', 'title': 'Diners'}]",3.9,"{'latitude': 37.75321, 'longitude': -122.41889}",['pickup'],$,"{'address1': '2738 Mission St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2738 Mission St', 'San Francisco, CA 94110']}",14156481577.0,(415) 648-1577,1763.366434307173
114,259,Restaurants,diners,O16fNPE0FtAi63D4VFRAXA,lafayette-coffee-shop-san-francisco-2,Lafayette Coffee Shop,https://s3-media3.fl.yelpcdn.com/bphoto/lJkGfTh4gRDRxJ8R55dZMA/o.jpg,False,https://www.yelp.com/biz/lafayette-coffee-shop-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,69,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 37.78349, 'longitude': -122.41783}","['delivery', 'pickup']",$,"{'address1': '611 Larkin St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['611 Larkin St', 'San Francisco, CA 94109']}",14154414884.0,(415) 441-4884,2998.35009560627
131,276,Restaurants,diners,6hi9S4nLmAmk0KYr_EFNCQ,chestnut-diner-san-francisco,Chestnut Diner,https://s3-media4.fl.yelpcdn.com/bphoto/DM2aZA4vHn99rjFyW2Mp0A/o.jpg,False,https://www.yelp.com/biz/chestnut-diner-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,187,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American'}]",4.0,"{'latitude': 37.8022659569979, 'longitude': -122.425114139915}",['pickup'],$,"{'address1': '1312 Chestnut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['1312 Chestnut St', 'San Francisco, CA 94123']}",14154411168.0,(415) 441-1168,4712.453080942756
133,278,Restaurants,diners,XSkH6XIxgGiGN3fVkHy2jg,joes-coffee-shop-san-francisco,Joe's Coffee Shop,https://s3-media4.fl.yelpcdn.com/bphoto/PoAEHgCRu4Ce1AGfVpvXnA/o.jpg,False,https://www.yelp.com/biz/joes-coffee-shop-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,368,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.9,"{'latitude': 37.78026031084446, 'longitude': -122.4853583}",['pickup'],$,"{'address1': '6134 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['6134 Geary Blvd', 'San Francisco, CA 94121']}",14156689382.0,(415) 668-9382,4808.009819694057
135,280,Restaurants,diners,2ZhHWayyECTcnytXAjOrng,city-eats-dining-center-san-francisco,City Eats Dining Center,https://s3-media1.fl.yelpcdn.com/bphoto/q5WOBJyr9HXutJS1B3NX6w/o.jpg,False,https://www.yelp.com/biz/city-eats-dining-center-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,42,"[{'alias': 'diners', 'title': 'Diners'}]",2.2,"{'latitude': 37.723744, 'longitude': -122.482868}",[],$,"{'address1': '1600 Holloway Ave', 'address2': '', 'address3': 'San Francisco State University', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['1600 Holloway Ave', 'San Francisco State University', 'San Francisco, CA 94132']}",14153382923.0,(415) 338-2923,5807.7566108818
136,281,Restaurants,diners,cmqCr7dWJ86I7qziWG_F0g,café-in-the-park-san-francisco-2,Café In The Park,https://s3-media4.fl.yelpcdn.com/bphoto/audrGC2vqiS3rSA31DlAew/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-in-the-park-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,9,"[{'alias': 'diners', 'title': 'Diners'}]",2.6,"{'latitude': 37.724462, 'longitude': -122.484199}",[],$,"{'address1': '1600 Holloway Ave', 'address2': '', 'address3': 'Mary Park Hall', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['1600 Holloway Ave', 'Mary Park Hall', 'San Francisco, CA 94132']}",14153382767.0,(415) 338-2767,5834.865412068126
160,327,Restaurants,bistros,MTIqLOBdISaon4G22qb5Lg,thorough-bread-and-pastry-san-francisco,Thorough Bread & Pastry,https://s3-media2.fl.yelpcdn.com/bphoto/KVP-fxsiaODJfUdnHO3hQA/o.jpg,False,https://www.yelp.com/biz/thorough-bread-and-pastry-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,972,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.4,"{'latitude': 37.7665123809431, 'longitude': -122.429034858942}",['pickup'],$,"{'address1': '248 Church St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['248 Church St', 'San Francisco, CA 94114']}",14155580690.0,(415) 558-0690,902.2696814780752
176,343,Restaurants,bistros,-nIP9n7HTQx9BENjEkzV0w,tung-sing-restaurant-san-francisco,Tung Sing Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/JB7G0gQmLO6UOcH16hj6HA/o.jpg,False,https://www.yelp.com/biz/tung-sing-restaurant-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,105,"[{'alias': 'chinese', 'title': 'Chinese'}]",2.8,"{'latitude': 37.75112, 'longitude': -122.4323}",['pickup'],$,"{'address1': '4015 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4015 24th St', 'San Francisco, CA 94114']}",14156488582.0,(415) 648-8582,1136.6205498163197
177,344,Restaurants,bistros,VdNIxDG9VwMWhKHeBmVrtg,starbucks-san-francisco-135,STARBUCKS,https://s3-media3.fl.yelpcdn.com/bphoto/s0SQoWER8JCybHCWaDAGqw/o.jpg,False,https://www.yelp.com/biz/starbucks-san-francisco-135?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,146,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.4,"{'latitude': 37.751341, 'longitude': -122.431709}",['delivery'],$,"{'address1': '3995 24th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3995 24th St', 'San Francisco, CA 94114']}",14158261118.0,(415) 826-1118,1141.5543115405687
178,345,Restaurants,bistros,TwPcHunQ0Eg3NNUO2BtbVA,starbucks-san-francisco-111,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/8PKYLoWTs8gPLogdiXb0nA/o.jpg,False,https://www.yelp.com/biz/starbucks-san-francisco-111?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,37,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.6,"{'latitude': 37.769122, 'longitude': -122.428353}",['delivery'],$,"{'address1': '2020 Market St', 'address2': '', 'address3': 'Safeway', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2020 Market St', 'Safeway', 'San Francisco, CA 94114']}",14158617660.0,(415) 861-7660,1158.5309842614445
184,367,Bars,bars,GDwdARSbtghKwrMKeoQ8ww,moby-dick-san-francisco,Moby Dick,https://s3-media2.fl.yelpcdn.com/bphoto/p2KbA5vqsyrCTz2zpyWiag/o.jpg,False,https://www.yelp.com/biz/moby-dick-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,218,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",3.8,"{'latitude': 37.760939, 'longitude': -122.433808}",[],$,"{'address1': '4049 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4049 18th St', 'San Francisco, CA 94114']}",14158611199.0,(415) 861-1199,232.042571460304
