,Category,Subcategory,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,Restaurants,restaurants,rUWn1ClI3N8aD3kMEL2xUw,cafe-mystique-san-francisco,Cafe Mystique,https://s3-media1.fl.yelpcdn.com/bphoto/rsLQhSsBShnvxf9z0y94MQ/o.jpg,False,https://www.yelp.com/biz/cafe-mystique-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,704,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.7,"{'latitude': 37.761629307555054, 'longitude': -122.43532963122423}","['pickup', 'delivery']",$$,"{'address1': '464 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['464 Castro St', 'San Francisco, CA 94114']}",+14158659963,(415) 865-9963,127.42850144884704
11,Restaurants,restaurants,q7PEtlrwVwHrQv0M6Mzwvw,dumpling-kitchen-san-francisco-5,Dumpling Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/ePElm8r74dJIxQAGzEsVMg/o.jpg,False,https://www.yelp.com/biz/dumpling-kitchen-san-francisco-5?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,115,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.3,"{'latitude': 37.7601664062955, 'longitude': -122.4351906}","['pickup', 'delivery']",$$,"{'address1': '544 Castro St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['544 Castro St', 'San Francisco, CA 94114']}",+14158749882,(415) 874-9882,137.27480577733093
12,Restaurants,restaurants,V00NCzDBLV9m556XVTvBww,the-cove-on-castro-cafe-san-francisco,The Cove on Castro Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/9UWd69VFKVv2u2HD4cG9JA/o.jpg,False,https://www.yelp.com/biz/the-cove-on-castro-cafe-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,333,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'diners', 'title': 'Diners'}]",3.6,"{'latitude': 37.7618915, 'longitude': -122.4353254}","['pickup', 'delivery']",$$,"{'address1': '434 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['434 Castro St', 'San Francisco, CA 94114']}",+14156260462,(415) 626-0462,147.96524878273337
13,Restaurants,restaurants,EB5Luwg0aGXORbJjIY6syg,la-tortilla-san-francisco,La Tortilla,https://s3-media3.fl.yelpcdn.com/bphoto/ua9utVMJBwGt6gQIwEpBRg/o.jpg,False,https://www.yelp.com/biz/la-tortilla-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,354,"[{'alias': 'mexican', 'title': 'Mexican'}]",2.7,"{'latitude': 37.76109, 'longitude': -122.4347}","['pickup', 'delivery']",$,"{'address1': '495 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['495 Castro St', 'San Francisco, CA 94114']}",+14158613990,(415) 861-3990,149.02174926168692
14,Restaurants,restaurants,luREw4YhfFuYiUdA0SECaw,rossi-s-deli-san-francisco,Rossi’s Deli,https://s3-media1.fl.yelpcdn.com/bphoto/Wm48k-z9-HitRpamlq7hqA/o.jpg,False,https://www.yelp.com/biz/rossi-s-deli-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,217,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.4,"{'latitude': 37.76205, 'longitude': -122.43538}",['pickup'],$,"{'address1': '426 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['426 Castro St', 'San Francisco, CA 94114']}",+14158634533,(415) 863-4533,153.98707098442875
15,Restaurants,restaurants,9i5LZqFVbTRq215ypJYzYQ,the-sausage-factory-san-francisco,The Sausage Factory,https://s3-media2.fl.yelpcdn.com/bphoto/PfDqZxo2-Z1bQCnJo-m0Sg/o.jpg,False,https://www.yelp.com/biz/the-sausage-factory-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,645,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",3.6,"{'latitude': 37.76052, 'longitude': -122.43478}","['pickup', 'delivery']",$$,"{'address1': '517 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['517 Castro St', 'San Francisco, CA 94114']}",+14156261250,(415) 626-1250,154.4086201971079
16,Restaurants,restaurants,E8VaBwgTmTbA0MkNSA-YcA,castro-tarts-san-francisco-2,Castro Tarts,https://s3-media2.fl.yelpcdn.com/bphoto/d_AJ3QwQp_nDO35lAL7gdA/o.jpg,False,https://www.yelp.com/biz/castro-tarts-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,329,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.2,"{'latitude': 37.759918, 'longitude': -122.435145}","['pickup', 'delivery']",$,"{'address1': '564 Castro St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['564 Castro St', 'San Francisco, CA 94114']}",+14158613268,(415) 861-3268,158.45643703489034
17,Restaurants,restaurants,reXWH9Wo0ZTOuQsTMNOSxg,fable-san-francisco,Fable,https://s3-media2.fl.yelpcdn.com/bphoto/ySVoH8IHIbB4WNgVVirTGw/o.jpg,False,https://www.yelp.com/biz/fable-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,863,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.1,"{'latitude': 37.759958, 'longitude': -122.435089}","['pickup', 'delivery']",$$,"{'address1': '558 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['558 Castro St', 'San Francisco, CA 94114']}",+14155902404,(415) 590-2404,158.7823750404592
18,Restaurants,restaurants,OOlS_RmdMk1LHtgOQWoHoA,tanglad-san-francisco,Tanglad,https://s3-media3.fl.yelpcdn.com/bphoto/cx7RoQR6_FhzV54DzIWQFw/o.jpg,False,https://www.yelp.com/biz/tanglad-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,276,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 37.761492, 'longitude': -122.434844}","['pickup', 'delivery']",$$,"{'address1': '469 Castro St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['469 Castro St', 'San Francisco, CA 94114']}",+14156243238,(415) 624-3238,159.10650212292109
19,Restaurants,restaurants,xpS5so5GHAe4_Rja-IgOmg,copper-bar-kitchen-and-microbrewery-san-francisco,Copper Bar Kitchen & Microbrewery,https://s3-media2.fl.yelpcdn.com/bphoto/5MTxkWCOE1FUyUujuUB1pg/o.jpg,False,https://www.yelp.com/biz/copper-bar-kitchen-and-microbrewery-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,32,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 37.76109, 'longitude': -122.434688}",['pickup'],$$,"{'address1': '4092 18th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4092 18th St', 'San Francisco, CA 94114']}",+14155291122,(415) 529-1122,163.65766806430364
20,Restaurants,restaurants,7PNc_xh0nO3RRudFLm49rQ,gyro-xpress-san-francisco,Gyro Xpress,https://s3-media2.fl.yelpcdn.com/bphoto/0se2SzYKWuHJH6RvQ4FluQ/o.jpg,False,https://www.yelp.com/biz/gyro-xpress-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,524,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'kebab', 'title': 'Kebab'}]",3.6,"{'latitude': 37.7611402, 'longitude': -122.4345649}","['pickup', 'delivery']",$$,"{'address1': '499 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['499 Castro St', 'San Francisco, CA 94114']}",+14155540352,(415) 554-0352,167.61592165123565
21,Restaurants,restaurants,AQviX2W0XXJqYtc73KaNxQ,marcellos-pizza-san-francisco,Marcello's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/qF74Q9PUEw_qhXlOb2tihA/o.jpg,False,https://www.yelp.com/biz/marcellos-pizza-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,796,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",3.8,"{'latitude': 37.76212241225501, 'longitude': -122.4353164659444}","['pickup', 'delivery']",$,"{'address1': '420 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['420 Castro St', 'San Francisco, CA 94114']}",+14158633900,(415) 863-3900,168.44446209279906
22,Restaurants,restaurants,sVc32Y9epCUnurrbkyOlcA,heroic-italian-san-francisco-4,Heroic Italian,https://s3-media2.fl.yelpcdn.com/bphoto/S_Yrvwe0yoNk0G9F_mTZ-w/o.jpg,False,https://www.yelp.com/biz/heroic-italian-san-francisco-4?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,110,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.6,"{'latitude': 37.75977017244578, 'longitude': -122.43513274110454}","['pickup', 'delivery']",,"{'address1': '572 Castro St', 'address2': '', 'address3': 'Swirl on Castro Wine Bar', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['572 Castro St', 'Swirl on Castro Wine Bar', 'San Francisco, CA 94114']}",+16502245999,(650) 224-5999,170.63754378348906
23,Restaurants,restaurants,0GqYlSPmvlQ4RDIWk7cvfw,park-gyros-castro-catering-and-events-san-francisco,Park Gyros Castro Catering & Events,https://s3-media2.fl.yelpcdn.com/bphoto/8hkKNYnRxkYo8Nt5Hs_TtQ/o.jpg,False,https://www.yelp.com/biz/park-gyros-castro-catering-and-events-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,2,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 37.761745, 'longitude': -122.434818}",[],,"{'address1': '449 Castro St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['449 Castro St', 'San Francisco, CA 94114']}",+14158729779,(415) 872-9779,171.0838113563211
24,Restaurants,restaurants,IoTaMS3mnLh5vq4nfW1y_A,hot-johnnie-s-smokehouse-san-francisco-13,HOT JOHNNIE’S SMOKEHOUSE,https://s3-media3.fl.yelpcdn.com/bphoto/TOUJq4da4Lu-fnlouerIhg/o.jpg,False,https://www.yelp.com/biz/hot-johnnie-s-smokehouse-san-francisco-13?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,450,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.7,"{'latitude': 37.760769, 'longitude': -122.434466}","['pickup', 'delivery']",$$,"{'address1': '4077 18th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4077 18th St', 'San Francisco, CA 94114']}",+14156243171,(415) 624-3171,173.15334944436177
25,Restaurants,restaurants,ExkAYfZMYhftfX8rrDEx9w,poesia-café-san-francisco,Poesia Café,https://s3-media1.fl.yelpcdn.com/bphoto/eYK6uo5vmVWlIuT_qbw-BA/o.jpg,False,https://www.yelp.com/biz/poesia-caf%C3%A9-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,53,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'italian', 'title': 'Italian'}]",4.6,"{'latitude': 37.76111352429362, 'longitude': -122.4344138}",[],,"{'address1': '4076 18th St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4076 18th St', 'San Francisco, CA 94114']}",,,180.32506009302406
26,Restaurants,restaurants,wsPDEO08w_lH0x123_YEXg,philz-coffee-san-francisco-53,Philz Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/6ci5HVpGDOMlF4xuoOfHIw/o.jpg,False,https://www.yelp.com/biz/philz-coffee-san-francisco-53?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1111,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.4,"{'latitude': 37.7601127624512, 'longitude': -122.4345703125}",['delivery'],$,"{'address1': '549 Castro St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['549 Castro St', 'San Francisco, CA 94114']}",+14158759656,(415) 875-9656,182.69546035879424
27,Restaurants,restaurants,1FZM1wOnjMYg0KPSD9qTjg,poesia-san-francisco,Poesia,https://s3-media1.fl.yelpcdn.com/bphoto/DiUrMLzVkRNiyd35e2hUIA/o.jpg,False,https://www.yelp.com/biz/poesia-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,900,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 37.76115, 'longitude': -122.43431}",['pickup'],$$$,"{'address1': '4072 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4072 18th St', 'San Francisco, CA 94114']}",+14152529325,(415) 252-9325,185.1346063375654
28,Restaurants,restaurants,VuiYAFafBLTQayJ1ix1cRw,big-mamas-steakhouse-san-francisco,Big Mama's Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/T1oqCUSsQhGS6-habDWhIA/o.jpg,False,https://www.yelp.com/biz/big-mamas-steakhouse-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,0,"[{'alias': 'steak', 'title': 'Steakhouses'}]",0.0,"{'latitude': 37.7607912, 'longitude': -122.4386406}",[],,"{'address1': '4412 18th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4412 18th St', 'San Francisco, CA 94114']}",,,195.4943210018553
29,Restaurants,restaurants,d45n76pZxnjHWPxPUi76uA,pizzalicious-san-francisco-3,Pizzalicious,https://s3-media1.fl.yelpcdn.com/bphoto/4wODUiMPSUEVSW_z65vYEg/o.jpg,False,https://www.yelp.com/biz/pizzalicious-san-francisco-3?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,24,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.2,"{'latitude': 37.76220104683483, 'longitude': -122.43494007736444}","['pickup', 'delivery']",,"{'address1': '417 Castro St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['417 Castro St', 'San Francisco, CA 94114']}",+14156857433,(415) 685-7433,196.21487070368008
